iter	Logloss
0	0.4934063677
1	0.3573812886
2	0.2516914117
3	0.1875414743
4	0.1315184177
5	0.09394687229
6	0.0664100792
7	0.04705302032
8	0.03398997033
9	0.02379508132
10	0.01862071135
11	0.01394884398
12	0.01021142573
13	0.007789609828
14	0.006080283576
15	0.004640174772
16	0.003636818492
17	0.002924490269
18	0.00232912623
19	0.001884322552
20	0.001552070598
21	0.001310813517
22	0.001090861671
23	0.0009578387725
24	0.0008410206403
25	0.0007485257907
26	0.0006644660167
27	0.0005849502569
28	0.0005057169109
29	0.0004535121289
30	0.0004182609725
31	0.0003947651802
32	0.0003713609043
33	0.0003437677602
34	0.000319079586
35	0.0003018809545
36	0.0002847774776
37	0.0002742561239
38	0.0002591213945
39	0.0002451119794
40	0.0002323308297
41	0.0002238152225
42	0.0002164389024
43	0.0002110796153
44	0.0002064066136
45	0.0001993929805
46	0.0001957926908
47	0.000192349707
48	0.000192349707
49	0.0001891930409
50	0.0001848763541
51	0.0001821512734
52	0.0001777520892
53	0.0001777520892
54	0.0001777520892
55	0.0001759901381
56	0.0001725597733
57	0.0001725597733
58	0.0001709305649
59	0.0001709290391
60	0.0001709290391
61	0.0001709290391
62	0.0001709290391
63	0.0001709290391
64	0.000169065116
65	0.0001681399709
66	0.0001669923162
67	0.0001663253306
68	0.0001663253306
69	0.0001663253306
70	0.0001663253306
71	0.0001663250163
72	0.0001663250163
73	0.0001663250163
74	0.0001663250163
75	0.0001645384169
76	0.0001645384169
77	0.0001622882188
78	0.0001606163349
79	0.0001606163349
80	0.0001596140362
81	0.0001596140362
82	0.0001596140362
83	0.0001596140362
84	0.0001585675928
85	0.0001585675928
86	0.0001585671899
87	0.0001585671899
88	0.0001585671899
89	0.0001585671899
90	0.0001585671899
91	0.0001585671899
92	0.0001585671899
93	0.0001585671899
94	0.0001585671899
95	0.0001585671899
96	0.0001585650867
97	0.0001576122614
98	0.0001576122614
99	0.0001576122614
100	0.0001576122614
101	0.0001568704526
102	0.0001559202467
103	0.0001542383047
